topo,z,b,theta,L,net_realization,rho_mean,rho_std,seconds
BA,4,2.0,0.3,3,27,0.9966703,0.03174776214033348,9.11684775352478
BA,4,2.0,0.3,4,27,0.9999402000000001,0.00040381258779365303,20.33874797821045
BA,4,1.8,0.3,1,28,0.8762314999999998,0.09495437401295381,3.055950164794922
BA,4,1.8,0.3,2,28,1.0,0.0,3.558304786682129
BA,4,1.8,0.3,3,28,1.0,0.0,8.6993248462677
BA,4,1.8,0.3,4,28,1.0,0.0,19.250037670135498
BA,4,2.0,0.3,1,28,0.7009376,0.1710340389425745,3.714345932006836
BA,4,2.0,0.3,2,28,0.9919892,0.056493674655851624,3.560739755630493
BA,4,2.0,0.3,3,28,1.0,0.0,8.713580131530762
BA,4,2.0,0.3,4,28,1.0,0.0,19.39535093307495
BA,4,1.8,0.3,1,29,0.9488120000000002,0.05136542192659343,2.8952150344848633
BA,4,1.8,0.3,2,29,1.0,0.0,3.75559401512146
BA,4,1.8,0.3,3,29,1.0,0.0,9.430755138397217
BA,4,1.8,0.3,4,29,1.0,0.0,20.392476081848145
BA,4,2.0,0.3,1,29,0.7545169000000002,0.15876842294561083,3.5202701091766357
BA,4,2.0,0.3,2,29,0.9825963999999999,0.11208987805625745,3.766300916671753
BA,4,2.0,0.3,3,29,1.0,0.0,9.487787961959839
BA,4,2.0,0.3,4,29,1.0,0.0,20.3709819316864
BA,16,1.5,0.3,1,0,0.1583728,0.13164548659014313,5.718366861343384
BA,16,1.5,0.3,2,0,0.561745,0.4417411572734568,15.822702884674072
BA,16,1.5,0.3,3,0,0.6214493999999999,0.4432987088571134,39.49138927459717
BA,16,1.5,0.3,4,0,0.6224465,0.428854701683814,38.261985063552856
BA,16,1.7,0.3,1,0,0.037936500000000005,0.04491996020701711,3.795297145843506
BA,16,1.7,0.3,2,0,0.2781201,0.43156315382851457,13.330845832824707
BA,16,1.7,0.3,3,0,0.4776353,0.485844654973764,30.510576009750366
BA,16,1.7,0.3,4,0,0.48025480000000004,0.48826356436025187,30.53397798538208
BA,16,1.5,0.3,1,1,0.128344,0.07002548632714761,5.395115852355957
BA,16,1.5,0.3,2,1,0.47021609999999997,0.43678471132846775,16.54312491416931
BA,16,1.5,0.3,3,1,0.5272157,0.4513068120341127,38.80500102043152
